CSAT Score,cleaned_remarks
5,taking tooooooooo much long time pick return product
5,take long time query redressal also give dates dates
5,excellent
5,good
5,gud
5,setisfied
2,order placed shows exact status order
1,koi bhi matter escalate nahi hoti 10 bar call karo fir bhi har bar naya banda ata har bar fir se sab ku6 sure
5,good support system
5,good service
1,recent times shopzilla sending non quality products services return replacement not taking proper attention complete order safely customer
1,change product policy customer buying problem seller happy not deal level not customer
1,ordered mattresses size came wrong trusted shopzilla buyed produced facing lot issue till shopzilla not taking product back even didnt get refund back 10 days
5,like one
5,
1,waste requesting anything
5,good
5,satisfied customer service
5,good
5,good
5,customer service agent polite resolved issue thank
5,thanks support
5,find telugu language add one
5,delivery issues
5,thanks
5,good job
3,working not
5,good sarvice
1,use app anymore
5,good
1,not wrong product delivery not problem solution
5,make replacement damaged products easier
5,customer support executive talk think good job customer reputation shopzilla company
5,good
5,quick response customer service agent good job
5,avoid board seller doesnt return policy
5,delivery code rakhiye pickup cancel karne ke bad call karke confirm kariye ga ke costomer ne cancel kiya hai ya pickup boy ne
5,good
1,
5,thank
1,please refund money
5,baat cheet ka tareeka bilkul accha thavery good
5,good service
5,excellent
5,shopzilla shopping customer care good
4,product delevery
1,ever face worst experience shopzilla
5,nice behaviour
5,good customer service
3,worste experience faced shopzilla
5,gy
4,change local logistics team
5,na
1,close shopzilla company
1,world changing fast new technology think shopzilla would implement change resolve issue customer month still team resolve issue unhappy customer support service
5,no
4,please fast delivery
5,nice
5,good
4,not deley refund money
1,return parsal
5,thanks
3,find
2,gud
5,good
5,good behaviour
5,good working
5,nyc one enjoy
5,need call customer time
1,not find apropiate answer
5,best
5,option call customer executive made available order
5,pathetic services seller logistic
3,ni
5,ok problem solved
5,please check products packing products different take products form curiar boy products different orders color always different like shoes color size please check products packing shipped thank u
4,good work customer service good
5,outstanding voiceexlent work positive response
5,use bot user query contact directly chat directly executives
1,kosish kar rahe
5,5
5,good
5,excellent
5,improve delivery service give information cancelled items side
5,good
5,not good service
5,resolve refund issue asap
5,good
5,done good jobs
4,impressed customer calling anuj
5,thanks helping good work
5,hi sir fully satisfied thank
5,nice
1,order placed seller not delivered product cancel order shopzilla not action seller not good customer
5,good
5,happy
5,always sent right product
5,happy
1,shopzilla bullshit shameless
1,product less
5,thanks
1,5 10 items missing
5,delivery dates long
5,thank
1,good help
5,affective good
1,see customer support number delivery agent means worst management think u focus resolve issue
5,gud
5,good
1,shopping shopzilla last 8 years type problem happened first time customer care also getting date date no solution given mobile pickup done type act not suit big company like shopzilla feels like mental harassment
5,update status order
5,good
5,mr care agent phenomenal intelligent polite honest employee handle case smart manner resolve words appreciated
5,nice man
5,thanks
5,good madam
1,system totally glitch correct customers go
5,excellent
5,always good conversation
5,query resolved thanks customer service
5,good
5,good service
5,customer support need quick contact
1,details clear mantion understable
4,thank
5,talking behaviour good
5,make sure resolve issue soon customer reaches serviceshare us updates frequently tale actions accordingly
5,remaining every thing good
5,kindly inform sellers not send old used products shopzilla sellers wasting customers time efforts delivery resources really disappointed
5,shopzilla product worker working man language good thank shopzilla
5,good
1,fake seller
5,nothing
5,executive humble polite addressed query
1,poor knowledge talking sence zero completely frustrated talk nonsense
5,support executive eas kind amd keen resolving issue every detail shared easily understandable kind person well done shopzilla hiring executive
1,sorry
5,good
3,bast qulity
5,nice
5,good
1,worst customer care ever
4,resolve issue soon possible please make issue
1,raised return request recieved product no resolution problem yet return policy date expired still return request not issued
1,bad services provided
5,no query oter0
5,send good quality product
5,excellent
1,bad services shopzilla exchange policy bad
5,best agent
5,no
5,good
5,nice customer support services
5,good
5,good response shopzilla costumer support
5,no suggestions
1,coustomer support executive disconnected call put restrictions not free call
5,nice exicutive tq
5,nothing
5,
4,keep return policies well
4,reaching customer helpline bit headache takes time
5,nice
1,next use superbuy
5,nice work
5,please prevent send another product
